activity_type,sum,count,score,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,disability,final_result,study_status,withdrawal_status,assessment_engagement_score,submission_timeliness,score_per_weight,module_engagement_rate,repeat_student,performance_by_registration,weighted_engagement,cumulative_score,engagement_consistency,learning_pace,engagement_dropoff,activity_diversity,improvement_rate,id_student,study_method_preference,kmeans_cluster
dualpane,55344,12264,88.58333333333333,F,South Region,Lower Than A Level,80-90%,0-35,0.0,N,Pass,finished,didn't withdraw,71339.08333333333,-80.0,53.134021842355175,1.4287484510532835,0.0,-0.877062706270627,594492.3611111111,6424.916666666667,476.5983193864178,1.2569444444444444,8.923076923076923,12.0,-0.0419580419580419,383602,Interactive,2
forumng,42048,7668,74.91666666666667,M,West Midlands Region,Lower Than A Level,70-80%,0-35,2.0,N,Pass,finished,didn't withdraw,52618.2,-8.0,46.72340930674264,1.3026022304832714,1.0,-1.1351010101010102,438485.0,4552.583333333333,526.7967956105524,0.275,13.46218487394958,10.0,-0.2352941176470588,383629,Collaborative,5
externalquiz,8358,4781,84.14285714285714,F,South West Region,Lower Than A Level,30-40%,0-35,0.0,N,Pass,finished,didn't withdraw,14306.6,-4.428571428571429,4.550442486793265,0.4574712643678161,0.0,-1.3356009070294783,408760.0,2995.214285714286,103.14958885598828,3.057142857142857,4.420289855072464,10.0,-0.144927536231884,383694,Collaborative,0
externalquiz,4950,2140,66.5,F,London Region,Lower Than A Level,0-10%,0-35,1.0,N,Fail,finished,didn't withdraw,1736.4,1.0,10.94029807882749,0.20625,1.0,-1.33,15106.68,3403.3,49.37436868283263,1.74,1.5656565656565655,10.0,-0.4646464646464646,383701,Collaborative,4
dataplus,37660,10250,80.2,M,East Anglian Region,HE Qualification,90-100%,55<=,0.0,N,Pass,finished,didn't withdraw,618235.875,-0.2,4.28518363357073,3.5,0.0,-0.7160714285714286,12364717.5,1644.5,1281.022928596418,4.925,91.66666666666669,8.0,0.0256410256410256,383723,Informational,0
dualpane,2150,566,56.0,M,London Region,HE Qualification,10-20,0-35,0.0,N,Fail,finished,didn't withdraw,4033.1666666666665,-0.5,4.148148148148148,0.3732638888888889,0.0,-3.733333333333333,50414.583333333336,700.0,112.30429031514514,1.2083333333333333,16.782608695652176,12.0,0.0,383748,Offline Content,4
forumng,1483,393,76.0,M,South Region,Lower Than A Level,30-40%,35-55,0.0,N,Fail,finished,didn't withdraw,8512.5,-2.0,5.62962962962963,0.6153526970954357,0.0,-2.1714285714285717,106406.25,418.0,143.7668251023163,0.0,44.44444444444444,10.0,0.0,383778,Offline Content,3
externalquiz,274,121,42.0,F,London Region,A Level or Equivalent,30-40%,0-35,0.0,N,Withdrawn,unfinished,normal withdrawal,566.0,3.0,3.8181818181818175,0.1166453810131971,0.0,-1.135135135135135,5660.0,210.0,27.43679605525721,0.0,10.375,9.0,0.0,383785,Offline Content,3
dataplus,77412,16008,81.75,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,1.0,N,Pass,finished,didn't withdraw,113645.69230769233,-74.08333333333333,47.19396961063627,2.067628205128205,1.0,-2.919642857142857,947047.435897436,6414.5,705.322784456133,0.8782051282051282,15.096774193548386,13.0,-0.0580645161290322,383907,Interactive,2
dataplus,29508,8868,60.91666666666666,M,North Western Region,A Level or Equivalent,50-60%,0-35,1.0,N,Fail,finished,didn't withdraw,24643.0,-16.25,40.49881291547958,0.7848707309288222,1.0,-2.9007936507936507,205358.3333333333,4816.083333333333,267.08660317959584,0.2243589743589743,5.587096774193548,13.0,-0.1032258064516128,383921,Interactive,2
forumng,6495,1905,64.8,M,East Midlands Region,Lower Than A Level,90-100%,0-35,1.0,N,Fail,finished,didn't withdraw,6502.090909090909,0.8,3.603418803418804,0.4920454545454545,1.0,-2.2344827586206897,130041.81818181818,1826.8,126.62825042111972,2.690909090909091,7.555555555555555,11.0,-0.4629629629629629,383946,Informational,4
forumng,2959,1254,72.0909090909091,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0.0,N,Pass,finished,didn't withdraw,872.2857142857143,-0.6363636363636364,21.46650717703349,0.1642246642246642,0.0,-1.1090909090909091,7929.87012987013,2843.454545454545,27.459744973050324,1.8571428571428568,1.0,7.0,-0.1578947368421052,383967,Collaborative,6
homepage,4620,1518,37.5,F,South Region,A Level or Equivalent,90-100%,0-35,0.0,N,Fail,finished,didn't withdraw,6209.75,3.333333333333333,6.099033816425121,0.3993775933609958,0.0,-0.8928571428571428,72447.08333333333,947.0,143.44551934890333,3.75,9.46808510638298,8.0,-1.0425531914893618,383971,Collaborative,4
externalquiz,4389,1533,49.71428571428572,M,Scotland,A Level or Equivalent,30-40%,0-35,0.0,N,Pass,finished,didn't withdraw,2444.8888888888887,0.4285714285714285,2.8806975016310234,0.2669220945083014,0.0,-1.4204081632653065,69853.96825396825,1620.857142857143,76.74444395146372,3.3492063492063493,3.7096774193548394,9.0,-0.4032258064516129,383978,Collaborative,4
externalquiz,504,243,46.333333333333336,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1.0,N,Fail,finished,didn't withdraw,647.0,1.6666666666666667,7.765151515151516,0.1166666666666666,1.0,-1.404040404040404,3450.6666666666665,436.5,22.53624531596105,-0.0555555555555555,3.823529411764706,6.0,0.6470588235294118,384026,Offline Content,3
forumng,7596,2205,89.66666666666667,F,South East Region,A Level or Equivalent,40-50%,0-35,0.0,N,Pass,finished,didn't withdraw,7023.0,-41.66666666666666,89.66666666666667,0.5002963841138115,0.0,-1.280952380952381,0.0,2891.4444444444443,116.2592645334631,1.3015873015873016,5.5,7.0,-0.4354838709677419,384035,Collaborative,1
homepage,442,81,100.0,F,South Region,Lower Than A Level,30-40%,0-35,0.0,N,Withdrawn,unfinished,normal withdrawal,2198.833333333333,3.0,33.333333333333336,0.2738537794299876,0.0,-5.882352941176471,4397.666666666667,350.0,141.2170905615417,0.0,71.4,6.0,0.0,384106,Offline Content,3
forumng,22627,3872,67.27272727272727,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0.0,N,Fail,finished,didn't withdraw,12401.5,-0.5454545454545454,47.52072002072002,0.7646840148698886,0.0,-1.9786096256684491,84555.68181818182,3768.818181818182,249.62792679278172,-0.9454545454545454,6.247706422018348,10.0,-0.5137614678899083,384107,Collaborative,5
externalquiz,3228,1308,50.25,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,4371.444444444444,0.0,3.896666146666147,0.3435504469987228,0.0,-0.5345744680851063,65571.66666666667,964.0,68.69061071209076,2.7222222222222223,6.114285714285714,9.0,-1.9714285714285715,384153,Offline Content,4
dataplus,25920,6045,75.4,M,Scotland,HE Qualification,20-30%,0-35,0.0,N,Pass,finished,didn't withdraw,295073.4285714286,2.4,3.9873481357352327,2.753053637812002,0.0,-0.4896103896103896,5901468.571428572,1352.2,866.5808161529827,5.628571428571429,65.97058823529412,7.0,0.2647058823529412,384203,Informational,0
dataplus,20383,5819,78.72727272727273,M,London Region,Lower Than A Level,40-50%,0-35,0.0,N,Pass,finished,didn't withdraw,17027.0,-67.63636363636364,55.30717430717431,0.5761815920398009,0.0,-0.5014475969889982,116093.18181818182,5254.545454545455,225.4710773979726,0.9696969696969696,5.198473282442748,12.0,-0.0610687022900763,384227,Collaborative,5
externalquiz,8722,4074,69.64285714285714,F,London Region,A Level or Equivalent,30-40%,0-35,0.0,Y,Pass,finished,didn't withdraw,3148.6666666666665,0.2857142857142857,10.484798369292712,0.2884259259259259,0.0,-1.0394456289978675,44980.95238095238,4426.714285714285,51.92747078591661,1.619047619047619,1.32,9.0,-0.136,384246,Collaborative,4
homepage,13,9,100.0,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0.0,N,Withdrawn,unfinished,normal withdrawal,8.75,-5.0,100.0,0.0124045801526717,0.0,-2.857142857142857,0.0,250.0,2.6299556396765835,0.0,2.0,4.0,0.0,384266,Offline Content,3
externalquiz,2226,900,62.5,F,South West Region,Lower Than A Level,50-60%,0-35,1.0,N,Fail,finished,didn't withdraw,1541.875,0.0,5.13014763014763,0.1770038167938931,1.0,-1.644736842105263,25697.916666666668,1549.1666666666667,46.26640019748718,3.6666666666666665,2.9574468085106385,8.0,-0.4468085106382979,384295,Collaborative,4
externalquiz,750,224,38.0,F,South West Region,Lower Than A Level,0-10%,35-55,2.0,Y,Fail,finished,didn't withdraw,3261.3,-1.0,3.4545454545454546,0.3112033195020747,1.0,-1.652173913043478,32613.0,209.0,108.07507678564112,0.0,38.77777777777778,10.0,0.0,384372,Offline Content,3
externalquiz,9588,2484,72.83333333333333,M,South West Region,Lower Than A Level,90-100%,0-35,0.0,Y,Pass,finished,didn't withdraw,14782.333333333334,-0.1666666666666666,5.952991452991453,0.6776929601357082,0.0,-0.6120448179271709,246372.22222222225,2018.8333333333333,208.4466056844861,3.2222222222222223,9.37735849056604,9.0,-0.2264150943396226,384499,Collaborative,0
forumng,2170,950,83.6,F,Wales,Lower Than A Level,20-30%,0-35,0.0,N,Fail,finished,didn't withdraw,2374.714285714286,1.2,31.163157894736845,0.2649572649572649,0.0,-2.9857142857142858,12348.514285714286,1524.6,46.39979715980004,-0.2285714285714285,3.4705882352941178,7.0,-1.088235294117647,384636,Informational,3
forumng,3612,1506,78.5,M,London Region,HE Qualification,80-90%,0-35,0.0,N,Fail,finished,didn't withdraw,4675.111111111111,3.6666666666666665,31.885964912280706,0.2787037037037037,0.0,-3.738095238095238,21038.0,2183.833333333333,90.20786617306084,-0.1111111111111111,4.283018867924528,9.0,-0.6981132075471698,384678,Collaborative,5
dataplus,23385,5815,80.4,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0.0,N,Pass,finished,didn't withdraw,266111.28571428574,-0.4,4.277950006982265,2.4838024429102497,0.0,-0.5911764705882353,5322225.714285715,1448.0,824.8863430749697,5.628571428571429,68.41176470588235,7.0,0.0294117647058823,384725,Informational,0
dualpane,6396,1976,80.0,M,North Western Region,A Level or Equivalent,0-10%,0-35,0.0,N,Pass,finished,didn't withdraw,17093.777777777777,2.75,3.2758620689655173,0.6629353233830846,0.0,-0.7843137254901961,427344.4444444445,1485.5,162.5503877923045,3.888888888888889,11.857142857142858,9.0,-0.2,384797,Offline Content,0
dataplus,35964,10104,75.08333333333333,F,London Region,Lower Than A Level,70-80%,0-35,0.0,N,Pass,finished,didn't withdraw,36371.583333333336,-18.666666666666668,43.1062440645774,1.040625,0.0,-3.412878787878788,303096.5277777777,5425.333333333333,315.005461158121,0.5,6.888111888111888,12.0,0.1328671328671328,384866,Collaborative,5
forumng,11920,3390,81.7,F,South Region,Lower Than A Level,60-70%,0-35,0.0,Y,Pass,finished,didn't withdraw,13785.625,2.6,24.953508771929823,0.6367521367521368,0.0,-1.02125,113042.125,3326.8,191.83853970580492,1.8,6.468354430379746,8.0,-0.3417721518987341,384884,Collaborative,5
forumng,565,285,72.0,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0.0,N,Withdrawn,unfinished,late withdrawal,172.42857142857142,3.0,21.26315789473684,0.0672619047619047,0.0,-0.8275862068965517,1482.8857142857144,1316.4,11.040414679826162,0.8,0.8529411764705882,7.0,-1.2352941176470589,384909,Informational,6
externalquiz,12730,5344,79.92553191489361,F,London Region,HE Qualification,20-30%,35-55,0.574468085106383,N,Distinction,finished,didn't withdraw,14494.063829787234,-1.5638297872340423,6.128555139193438,0.5175976382984946,0.574468085106383,-1.88225487082734,235177.6595744681,3734.574468085106,141.30783062882912,1.8297872340425527,5.419354838709677,10.0,-0.2795698924731182,384999,Collaborative,5
externalquiz,129,46,10.0,F,Wales,Lower Than A Level,10-20,35-55,2.0,Y,Fail,finished,didn't withdraw,247.16666666666663,13.0,1.6666666666666667,0.08206106870229,1.0,-0.238095238095238,1235.8333333333333,35.0,19.03417978269618,0.0,10.0,6.0,0.0,385019,Offline Content,3
forumng,38376,8544,89.66,M,Yorkshire Region,HE Qualification,80-90%,0-35,0.0,N,Pass,finished,didn't withdraw,22627.3,-5.43,50.98297720797721,0.7155798146812405,0.0,-0.7448350893266148,182940.375,8962.61,340.8586638824348,0.755,6.557788944723618,14.0,0.0351758793969849,385033,Interactive,2
forumng,753,309,65.66666666666667,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0.0,N,Withdrawn,unfinished,normal withdrawal,874.1666666666666,0.3333333333333333,17.970760233918128,0.1743055555555555,0.0,-0.7817460317460317,6993.333333333333,634.1666666666666,35.81036655692282,-0.9444444444444444,5.941176470588236,6.0,-1.8235294117647056,385034,Offline Content,3
forumng,138,66,74.5,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0.0,Y,Fail,finished,didn't withdraw,71.33333333333333,0.5,25.75,0.042910447761194,0.0,-0.6962616822429907,214.0,487.0,5.869799439039248,-3.1666666666666665,1.4545454545454544,6.0,-1.0,385040,Offline Content,3
forumng,4332,1632,29.33333333333333,M,South West Region,Lower Than A Level,0-10%,35-55,0.0,N,Withdrawn,unfinished,late withdrawal,5376.714285714285,3.5,3.695169082125605,0.4279786603438055,0.0,-0.2404371584699453,63624.45238095238,632.3333333333334,95.05237873842374,4.4523809523809526,7.390243902439024,7.0,-0.2682926829268293,385120,Collaborative,4
dualpane,40476,7524,70.5,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0.0,N,Pass,finished,didn't withdraw,25123.92857142857,-3.75,42.38687084520418,0.8989872068230278,0.0,-0.705,209366.07142857145,5974.833333333333,365.8373967426402,-0.2976190476190476,6.910179640718563,14.0,-0.311377245508982,385195,Interactive,2
dualpane,23748,4764,55.833333333333336,M,London Region,Lower Than A Level,30-40%,0-35,1.0,Y,Fail,finished,didn't withdraw,16376.2,1.0833333333333333,38.28228869895536,0.7384328358208955,1.0,-0.9305555555555556,136468.33333333334,3415.583333333333,295.54318031139115,-0.4083333333333333,7.201680672268908,10.0,-0.2773109243697479,385209,Collaborative,5
externalquiz,2820,880,63.75,M,Wales,A Level or Equivalent,90-100%,0-35,0.0,N,Fail,finished,didn't withdraw,4270.625,-1.25,4.325364325364325,0.3376436781609195,0.0,-0.5848623853211009,64059.375,1057.5,108.43453502965176,3.09375,10.35483870967742,8.0,-0.5806451612903226,385218,Offline Content,4
homepage,3232,1048,79.0,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0.0,N,Pass,finished,didn't withdraw,3587.8,-5.25,79.0,0.3352697095435685,0.0,-8.777777777777777,0.0,1664.75,83.4890442682183,-1.15,5.512820512820513,5.0,-1.5897435897435896,385228,Collaborative,1
forumng,294,96,39.5,F,North Western Region,A Level or Equivalent,0-10%,0-35,0.0,N,Fail,finished,didn't withdraw,210.5,-1.0,4.045454545454546,0.0935114503816793,0.0,-0.5064102564102564,1052.5,237.5,13.440102813459562,2.9166666666666665,3.1818181818181817,6.0,7.0,385341,Offline Content,4
forumng,48472,13080,99.375,F,North Region,HE Qualification,10-20,0-35,0.0,N,Distinction,finished,didn't withdraw,262144.44444444444,0.25,11.346074879227054,2.793453204241586,0.0,-2.366071428571429,3276805.5555555555,3628.375,859.870776767448,2.4722222222222223,34.25352112676056,9.0,-0.028169014084507,385387,Collaborative,0
forumng,3830,680,74.8,M,Ireland,A Level or Equivalent,0-10%,35-55,1.0,N,Pass,finished,didn't withdraw,8248.857142857143,-0.4,22.71955266955267,0.4176663031624864,1.0,12.466666666666669,164977.14285714287,1363.4,233.0733645814359,5.371428571428571,19.676470588235293,7.0,-1.1764705882352942,385405,Informational,0
forumng,1484,540,83.375,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0.375,N,Withdrawn,unfinished,late withdrawal,2117.75,-20.75,7.884680134680135,0.1776710245386212,0.375,-1.6256050826946349,23818.671875,1370.25,64.71413566477351,-0.4375,7.0,10.0,0.1935483870967742,385495,Informational,3
dualpane,40176,6684,71.25,M,North Western Region,Lower Than A Level,20-30%,0-35,0.0,N,Pass,finished,didn't withdraw,30754.90909090909,-51.91666666666666,44.5079534662868,1.135685210312076,0.0,-2.7403846153846154,256290.9090909091,4751.25,491.8447479359439,0.4469696969696969,11.19083969465649,11.0,-0.0839694656488549,385547,Collaborative,5
externalquiz,4104,1860,51.833333333333336,M,South West Region,A Level or Equivalent,90-100%,35-55,0.0,N,Pass,finished,didn't withdraw,5944.625,-0.6666666666666666,4.125485625485625,0.3263358778625954,0.0,-1.672043010752688,99077.08333333331,1277.8333333333333,82.40274732044708,3.6458333333333335,5.212765957446808,8.0,-0.7872340425531915,385563,Collaborative,4
forumng,572,222,73.0,M,North Western Region,Lower Than A Level,50-60%,0-35,0.0,N,Fail,finished,didn't withdraw,663.4,-0.5,5.407407407407407,0.1191666666666666,0.0,-1.280701754385965,8292.5,772.0,35.62140101857752,1.45,4.947368421052632,10.0,-1.1578947368421053,385578,Offline Content,4
forumng,19459,6534,84.72727272727273,F,London Region,Lower Than A Level,10-20,35-55,0.0,Y,Pass,finished,didn't withdraw,29627.555555555555,0.7272727272727273,23.93460925039873,0.7334162520729685,0.0,-2.3535353535353534,269341.41414141416,4247.545454545455,269.8701585843292,1.5353535353535352,8.714285714285714,9.0,0.0510204081632653,385820,Collaborative,5
externalquiz,2658,1278,57.66666666666666,M,North Western Region,A Level or Equivalent,40-50%,0-35,0.0,N,Pass,finished,didn't withdraw,1779.111111111111,1.1666666666666667,3.3669163355632006,0.2042415859843245,0.0,-1.373015873015873,53373.333333333336,1608.5,38.69994230733678,3.907407407407408,1.9056603773584904,9.0,-0.4716981132075472,385927,Collaborative,4
externalquiz,22841,7469,84.28571428571429,M,South Region,Lower Than A Level,70-80%,35-55,0.0,N,Pass,finished,didn't withdraw,67024.8,-3.0,4.743698308054744,1.250191570881226,0.0,-0.6020408163265306,1914994.2857142857,3015.1428571428573,367.21684743959975,3.0428571428571427,16.681159420289855,10.0,-0.5507246376811594,385937,Collaborative,0
externalquiz,1012,388,86.0,M,Ireland,A Level or Equivalent,70-80%,0-35,0.0,N,Withdrawn,unfinished,normal withdrawal,1913.6666666666667,-1.5,7.085858585858586,0.2332872291378515,0.0,-0.7413793103448276,21528.75,816.5,46.845874393722426,1.7222222222222223,8.470588235294118,9.0,0.1176470588235294,385947,Offline Content,4
forumng,716,220,57.0,M,London Region,A Level or Equivalent,60-70%,0-35,1.0,N,Withdrawn,unfinished,normal withdrawal,1129.2857142857142,1.5,12.233333333333334,0.1901221455124801,1.0,-1.0961538461538465,6211.071428571428,427.0,43.75606708324465,0.7857142857142857,9.076923076923077,7.0,0.1538461538461538,385980,Offline Content,3
homepage,615,227,71.88235294117646,M,London Region,Lower Than A Level,0-10%,0-35,0.0,N,Withdrawn,unfinished,normal withdrawal,919.0,0.0588235294117647,13.5599128540305,0.1404808850069821,0.0,-1.2405659699777347,8824.20588235294,701.2941176470588,44.63495728422629,0.1764705882352941,8.0625,11.0,-1.75,386121,Offline Content,3
externalquiz,1199,388,57.0,F,Wales,Lower Than A Level,80-90%,35-55,0.6666666666666666,N,Fail,finished,didn't withdraw,1106.925925925926,3.0,6.823232323232323,0.1743348619279061,0.6666666666666666,-1.1358695652173911,9095.74074074074,726.0,45.600488576379966,0.3703703703703703,4.807692307692308,10.0,0.9230769230769232,386140,Offline Content,3
forumng,8505,2412,75.77777777777777,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0.0,N,Pass,finished,didn't withdraw,7189.571428571428,-6.0,75.77777777777777,0.5018587360594795,0.0,-1.148148148148148,0.0,2454.555555555556,101.00750531040876,-0.746031746031746,4.967741935483871,7.0,-0.6129032258064516,386180,Collaborative,1
forumng,220,96,33.0,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,204.57142857142856,1.0,4.466666666666667,0.0652045050385299,0.0,-0.1493212669683258,1125.142857142857,236.0,16.675309114554192,0.8571428571428571,3.1538461538461537,7.0,3.538461538461538,386189,Offline Content,4
forumng,16254,5328,90.44444444444444,M,East Midlands Region,Lower Than A Level,20-30%,35-55,1.0,Y,Pass,finished,didn't withdraw,61357.875,-10.444444444444445,29.608187134502923,0.940625,1.0,-5.3202614379084965,436322.6666666667,3316.8888888888887,405.9051700117325,2.3194444444444446,17.380281690140844,8.0,-0.1267605633802817,386348,Collaborative,5
forumng,18,6,90.0,F,South Region,Lower Than A Level,10-20,0-35,2.0,N,Fail,finished,didn't withdraw,23.0,-1.0,15.0,0.0384615384615384,1.0,-3.2142857142857144,115.0,135.0,5.656854249492381,0.0,8.0,2.0,0.0,386374,Offline Content,3
dataplus,31824,8328,83.66666666666667,M,North Region,Lower Than A Level,10-20,35-55,1.0,N,Pass,finished,didn't withdraw,25384.46153846154,-24.33333333333333,51.75783475783476,0.758364312267658,1.0,-0.5892018779342723,211537.1794871795,6575.5,298.6078667157248,0.5128205128205128,5.858064516129033,13.0,-0.0064516129032258,386389,Interactive,2
externalquiz,11305,3475,78.6,M,North Western Region,Lower Than A Level,30-40%,0-35,0.0,N,Distinction,finished,didn't withdraw,40786.25,-5.4,4.27008850177167,1.1727178423236515,0.0,-0.7345794392523365,1305160.0,1610.3,256.01128656009257,5.65,18.33333333333333,8.0,0.4615384615384615,386671,Informational,0
externalquiz,17342,6916,67.07692307692308,M,London Region,HE Qualification,10-20,35-55,0.0,N,Fail,finished,didn't withdraw,11067.2,2.6153846153846154,9.75390045764973,0.5558333333333333,0.0,-0.2630467571644042,167710.64615384614,4402.461538461538,109.58566080589,1.5692307692307692,2.10077519379845,10.0,-0.3643410852713178,386833,Collaborative,5
externalquiz,245,122,40.0,F,East Anglian Region,Lower Than A Level,40-50%,0-35,4.0,N,Withdrawn,unfinished,normal withdrawal,962.0,0.0,3.636363636363636,0.1452282157676348,1.0,-0.5405405405405406,9620.0,160.0,33.97548135543238,0.0,14.333333333333334,7.0,0.0,386849,Offline Content,3
externalquiz,23240,12390,89.92857142857143,M,North Western Region,HE Qualification,50-60%,0-35,0.0,N,Pass,finished,didn't withdraw,25947.18181818182,-1.2142857142857142,13.954005147913753,0.6287878787878788,0.0,-4.282312925170068,370674.025974026,6992.285714285715,164.78539673053177,1.3311688311688312,2.803921568627451,11.0,-0.2287581699346405,386880,Collaborative,5
forumng,2860,1199,90.45454545454544,F,South Region,A Level or Equivalent,80-90%,0-35,0.0,Y,Pass,finished,didn't withdraw,916.7142857142856,-2.363636363636364,25.92503987240829,0.138592750533049,0.0,-0.7294721407624633,8333.766233766233,3550.2727272727275,33.48515550356225,1.7142857142857142,1.105263157894737,7.0,-0.2236842105263158,386889,Collaborative,6
forumng,820,480,67.8,M,Ireland,Lower Than A Level,0-10%,0-35,0.0,N,Pass,finished,didn't withdraw,677.3333333333334,1.4,3.5243401759530792,0.1019900497512437,0.0,-0.3549738219895288,13546.666666666666,1046.5,23.09401076758503,6.333333333333333,2.1379310344827585,6.0,0.3793103448275862,386924,Informational,4
forumng,4550,1785,68.0,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0.0,N,Pass,finished,didn't withdraw,17511.666666666668,1.8,3.5877670716380394,0.5659203980099503,0.0,-1.837837837837838,350233.3333333333,1050.6,167.72582992189518,6.533333333333333,14.655172413793103,6.0,0.2758620689655172,386952,Informational,0
forumng,1890,518,67.0,F,Wales,Lower Than A Level,10-20,35-55,1.0,Y,Withdrawn,unfinished,late withdrawal,5799.9,-0.5,4.962962962962963,0.3513011152416357,1.0,-2.2333333333333334,72498.75,702.0,125.75351831428436,1.45,21.94736842105263,10.0,0.3157894736842105,386956,Offline Content,4
forumng,12616,3584,50.75,F,Wales,A Level or Equivalent,10-20,0-35,0.0,N,Pass,finished,didn't withdraw,17253.25,1.875,6.578457125603864,0.8179460580912863,0.0,-0.634375,215665.625,1662.875,200.22110793693065,2.8125,9.873015873015872,8.0,-0.4444444444444444,387009,Collaborative,0
dataplus,44340,12648,71.66666666666667,M,Ireland,A Level or Equivalent,50-60%,0-35,2.0,N,Pass,finished,didn't withdraw,49861.769230769234,-81.83333333333333,41.67497625830959,1.1842948717948718,1.0,-0.5269607843137255,415514.7435897436,5631.333333333333,355.066442599198,1.0705128205128205,6.038709677419355,13.0,-0.032258064516129,387174,Interactive,2
externalquiz,9914,4312,35.98979591836735,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0.3673469387755102,N,Withdrawn,unfinished,late withdrawal,9140.42857142857,0.8163265306122449,6.0418745234921705,0.4214088124876506,0.1836734693877551,-0.7009269786237717,66095.14285714286,1880.9285714285716,114.41060922235282,0.5,3.8350515463917527,11.0,-0.5051546391752577,387289,Collaborative,5
forumng,14581,4186,77.14285714285714,F,North Region,Lower Than A Level,60-70%,35-55,0.0,N,Pass,finished,didn't withdraw,65501.16666666666,-39.57142857142857,77.14285714285714,1.4405255878284924,0.0,-3.2142857142857144,0.0,1665.7142857142858,347.6542939905694,0.6428571428571429,24.463414634146343,6.0,-0.4878048780487805,387294,Collaborative,1
externalquiz,342,178,60.5,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,Y,Withdrawn,unfinished,normal withdrawal,323.1111111111111,1.0,13.588235294117649,0.0791666666666666,0.0,-1.7285714285714286,1534.7777777777778,574.5,21.665912505728496,0.0,3.823529411764706,9.0,0.0588235294117647,387335,Offline Content,3
externalquiz,7311,2901,68.06410256410257,M,South East Region,Lower Than A Level,50-60%,0-35,0.6923076923076923,N,Pass,finished,didn't withdraw,7913.846153846154,-26.371794871794872,5.277237565699104,0.3582589210385999,0.6923076923076923,-1.7079806158753523,122175.1282051282,2777.3076923076924,118.73310385082142,2.2051282051282053,5.207792207792208,10.0,-0.3376623376623376,387359,Collaborative,5
externalquiz,13050,5274,59.833333333333336,M,North Western Region,HE Qualification,70-80%,35-55,0.0,N,Withdrawn,unfinished,late withdrawal,94251.5,-0.5,5.321872571872572,1.0376908396946565,0.0,-0.6433691756272402,1570858.3333333333,1491.6666666666667,438.5660689206481,3.6666666666666665,28.23404255319149,8.0,-0.5531914893617021,387364,Collaborative,0
forumng,1945,490,60.6,F,Wales,Lower Than A Level,20-30%,0-35,2.0,N,Fail,finished,didn't withdraw,783.1111111111111,3.2,22.11803751803752,0.1649703138252756,1.0,-2.02,15662.222222222224,1417.4,63.75695644358736,4.2444444444444445,4.7727272727272725,9.0,-0.9090909090909092,387406,Informational,4
forumng,6168,1584,74.375,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0.0,N,Pass,finished,didn't withdraw,5095.285714285715,-35.25,74.375,0.4094530005310674,0.0,-0.7291666666666667,0.0,2148.75,118.72955189634338,1.4107142857142858,6.5272727272727264,7.0,-0.7272727272727273,387446,Collaborative,1
dataplus,47472,11352,79.83333333333333,M,North Region,A Level or Equivalent,50-60%,0-35,1.0,N,Pass,finished,didn't withdraw,52299.61538461538,-31.33333333333333,48.98397435897436,1.267948717948718,1.0,-2.280952380952381,435830.1282051282,6272.5,467.8053167633514,0.3076923076923077,9.793548387096774,13.0,0.0258064516129032,387447,Interactive,2
dataplus,40992,12336,75.58333333333333,M,South Region,A Level or Equivalent,80-90%,0-35,0.0,N,Pass,finished,didn't withdraw,47242.5,-65.5,42.04522792022792,0.9104477611940298,0.0,-0.5106981981981982,393687.5,6366.25,418.1973290063244,0.9523809523809524,9.706586826347303,14.0,0.0718562874251497,387507,Interactive,2
forumng,2192,572,55.0,M,Scotland,HE Qualification,50-60%,35-55,0.0,N,Fail,finished,didn't withdraw,18282.33333333333,7.5,4.090909090909091,0.6790582403965303,0.0,-1.1224489795918366,274235.0,364.0,212.85732880087176,9.416666666666666,53.27272727272727,6.0,-2.363636363636364,387533,Offline Content,0
