id_student,code_module,code_presentation,activity_type,sum,count,assessment_type,date,weight,date_submitted,is_banked,score,date_registration,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation_length,study_status,withdrawal_status,assessment_engagement_score,submission_timeliness,score_per_weight,module_engagement_rate,repeat_student,performance_by_registration,banked_assessment_ratio,time_since_registration,weighted_engagement,cumulative_score,engagement_consistency,learning_pace,engagement_dropoff,activity_diversity,improvement_rate,study_method_preference
157308,FFF,2013B,forumng,29425,5577,CMA,178.0909090909091,7.954545454545454,175.8181818181818,0,66.0909090909091,-31.0,F,South West Region,HE Qualification,30-40%,0-35,0.0,180.0,N,Pass,240.0,finished,didn't withdraw,22214.1,-2.272727272727273,42.03626003626004,1.1145833333333333,0.0,-2.203030303030303,0.0,209.0909090909091,176703.06818181818,3666.2272727272725,319.9734435654872,-0.4636363636363636,8.284403669724771,10.0,0.0,Collaborative
157310,DDD,2013J,externalquiz,6461,2821,TMA,131.71428571428572,28.571428571428573,127.71428571428571,0,65.0,-16.0,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0.0,210.0,N,Pass,261.0,finished,didn't withdraw,7057.666666666667,-4.0,3.5696620774414267,0.3929331630481056,0.0,-4.333333333333333,0.0,147.71428571428572,201647.61904761905,2103.4285714285716,86.09105790322278,3.5714285714285716,4.161290322580645,9.0,0.06451612903225806,Collaborative
157568,AAA,2013J,dataplus,7025,1930,TMA,114.2,20.0,123.6,0,70.6,-52.0,F,South West Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,22575.0,9.4,3.8646278452730067,0.6553171641791045,0.0,-1.384313725490196,0.0,166.2,451500.0,1459.5,284.2096271759406,4.925,22.53846153846154,8.0,-0.5128205128205128,Informational
157752,BBB,2014J,forumng,1840,655,TMA,107.2,20.0,108.2,0,49.6,-28.0,F,Wales,A Level or Equivalent,0-10%,0-35,0.0,120.0,N,Fail,262.0,finished,didn't withdraw,1503.5,1.0,2.7645021645021646,0.17557251908396948,0.0,-1.837037037037037,0.0,135.2,30070.0,1000.4,54.17445703347469,4.8,3.717948717948718,8.0,1.2564102564102564,Informational
157795,BBB,2013J,forumng,15190,5420,CMA,115.6,8.2,116.7,0,92.0,-16.0,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,1.0,60.0,N,Pass,268.0,finished,didn't withdraw,40912.375,1.1,28.054385964912278,0.7084888059701492,1.0,-6.133333333333334,0.0,131.6,335481.475,3743.4,284.57182470814195,1.8625,10.886075949367088,8.0,-0.1518987341772152,Collaborative
158575,DDD,2014J,externalquiz,1371,660,TMA,41.0,8.333333333333334,38.333333333333336,0,66.66666666666667,-156.0,M,South West Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Withdrawn,262.0,unfinished,late withdrawal,2136.5555555555557,-2.6666666666666665,7.828282828282829,0.19380831212892283,0.0,-0.43010752688172044,0.0,197.0,17804.62962962963,935.0,43.75133697590837,1.5925925925925926,4.884615384615385,9.0,-0.19230769230769232,Offline Content
158611,DDD,2013J,externalquiz,5264,2289,TMA,131.71428571428572,28.571428571428573,126.42857142857143,0,52.42857142857143,-61.0,M,East Midlands Region,HE Qualification,80-90%,0-35,1.0,60.0,N,Pass,261.0,finished,didn't withdraw,4802.555555555556,-5.285714285714286,2.7600334219853315,0.32013622818220516,1.0,-0.8738095238095238,0.0,192.71428571428572,137215.87301587302,1682.142857142857,72.56760535990044,3.4126984126984126,3.4193548387096775,9.0,0.22580645161290322,Collaborative
158707,AAA,2014J,dataplus,14238,2688,TMA,63.333333333333336,16.666666666666668,62.666666666666664,0,74.0,-57.0,F,South East Region,A Level or Equivalent,80-90%,0-35,0.0,60.0,N,Withdrawn,269.0,unfinished,late withdrawal,162341.5,-0.6666666666666666,4.606060606060606,2.2053903345724906,0.0,-1.3214285714285714,0.0,120.33333333333333,2705691.6666666665,924.3333333333334,771.313800123445,4.125,94.78260869565217,8.0,0.08695652173913043,Offline Content
158708,EEE,2014J,forumng,6720,1720,TMA,99.5,25.0,98.5,0,88.75,-32.0,M,East Anglian Region,HE Qualification,80-90%,0-35,0.0,30.0,N,Pass,269.0,finished,didn't withdraw,18414.11111111111,-1.0,3.5836713995943206,0.6939281288723669,0.0,-2.8629032258064515,0.0,131.5,460352.77777777775,1637.75,218.6477924490827,3.75,20.8,9.0,0.34285714285714286,Offline Content
158831,EEE,2014B,forumng,3924,1276,TMA,92.5,25.0,89.25,0,77.75,-43.0,M,London Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Pass,241.0,finished,didn't withdraw,8640.75,-3.25,3.2408722109533468,0.5088174273858921,0.0,-1.8511904761904763,0.0,135.5,216018.75,1289.75,136.97180072390222,3.6875,14.32258064516129,8.0,-0.5483870967741935,Offline Content
159287,EEE,2014J,forumng,11568,3052,TMA,99.5,25.0,88.5,0,83.0,-110.0,M,Scotland,HE Qualification,30-40%,0-35,0.0,90.0,N,Pass,269.0,finished,didn't withdraw,69007.375,-11.0,3.3488843813387423,1.3438661710037174,0.0,-0.7614678899082569,0.0,209.5,1725184.375,1369.75,405.3598958472462,4.40625,42.25806451612903,8.0,-0.03225806451612903,Offline Content
159293,BBB,2014B,forumng,8789,4191,TMA,108.0909090909091,9.090909090909092,107.54545454545455,0,86.81818181818181,-141.0,M,South East Region,A Level or Equivalent,20-30%,0-35,0.0,120.0,N,Distinction,234.0,finished,didn't withdraw,10471.0,-0.5454545454545454,23.34529505582137,0.42681623931623935,0.0,-0.6201298701298701,0.0,249.0909090909091,95190.90909090909,3868.681818181818,107.99721287378553,1.6136363636363635,3.528735632183908,8.0,-0.09195402298850576,Collaborative
159484,GGG,2013J,homepage,505,205,CMA,174.4,0.0,161.0,0,70.0,-110.0,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0.0,30.0,N,Fail,261.0,finished,didn't withdraw,237.8,-13.4,70.0,0.07739463601532566,0.0,-0.6422018348623854,0.0,284.4,0.0,960.0,14.880076164679624,-0.4,1.458333333333333,5.0,-4.166666666666667,Informational
159571,GGG,2014B,forumng,1332,432,TMA,133.33333333333334,0.0,91.0,0,76.66666666666667,-11.0,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0.0,30.0,N,Fail,241.0,finished,didn't withdraw,2679.4285714285716,-42.333333333333336,76.66666666666667,0.26318909306461175,0.0,-7.666666666666667,0.0,144.33333333333334,0.0,860.0,78.8831866930916,0.6190476190476191,11.35,7.0,-2.5,Offline Content
159596,DDD,2013B,externalquiz,3997,1652,TMA,61.142857142857146,7.571428571428571,62.42857142857143,0,69.57142857142857,-96.0,M,South West Region,HE Qualification,80-90%,0-35,0.0,60.0,N,Withdrawn,240.0,unfinished,late withdrawal,2534.777777777778,1.2857142857142858,12.84228135698724,0.26435185185185184,0.0,-0.7323308270676692,0.0,157.14285714285714,19191.88888888889,2251.8571428571427,53.24495365389791,1.5714285714285714,2.3548387096774195,9.0,-0.6612903225806451,Collaborative
159906,FFF,2014J,forumng,13937,3476,CMA,181.1818181818182,6.818181818181818,108.45454545454545,0,76.36363636363636,-64.0,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0.0,60.0,N,Pass,269.0,finished,didn't withdraw,5903.666666666667,-72.72727272727273,53.429163429163424,0.3925030978934325,0.0,-1.2121212121212122,0.0,245.1818181818182,40252.27272727273,5112.818181818182,157.35252597281507,0.9166666666666666,4.0458015267175576,12.0,-0.2748091603053435,Interactive
159925,DDD,2013B,externalquiz,29592,12672,TMA,108.58333333333333,15.833333333333334,110.66666666666667,0,62.0,-128.0,F,London Region,A Level or Equivalent,80-90%,0-35,2.0,70.0,N,Pass,240.0,finished,didn't withdraw,41826.63636363636,2.0833333333333335,10.42545928816738,0.9340909090909091,1.0,-0.4881889763779528,0.0,236.58333333333334,662255.0757575758,4175.833333333333,245.5636861217618,1.5454545454545454,6.267175572519084,11.0,-0.2595419847328244,Collaborative
159947,FFF,2014J,dataplus,14970,4074,TMA,124.33333333333333,16.666666666666668,127.5,0,75.66666666666667,-14.0,M,Wales,HE Qualification,10-20,35-55,0.0,120.0,N,Fail,269.0,finished,didn't withdraw,26357.46153846154,3.1666666666666665,18.81125356125356,0.7134686874463826,0.0,-5.82051282051282,0.0,138.33333333333334,439291.0256410256,3001.5,276.7593905177569,-0.5641025641025641,10.519480519480519,13.0,-0.14285714285714285,Interactive
159954,AAA,2014J,forumng,5001,1624,TMA,51.729729729729726,15.945945945945946,41.32432432432432,0,68.10810810810811,-33.513513513513516,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0.5675675675675675,60.0,N,Withdrawn,268.56756756756755,unfinished,late withdrawal,12654.45945945946,-10.405405405405405,4.383994383994384,0.5033500737046207,0.5675675675675675,-2.3499673586630108,0.3783783783783784,85.24324324324324,201602.43243243243,1278.972972972973,187.8195815009585,2.972972972972973,17.916666666666668,8.0,0.2777777777777778,Informational
160005,DDD,2013B,externalquiz,54908,21616,CMA,118.42857142857143,14.285714285714286,114.78571428571429,0,91.14285714285714,-89.0,F,Scotland,HE Qualification,10-20,35-55,0.0,60.0,N,Pass,240.0,finished,didn't withdraw,126125.6,-3.642857142857143,14.203177140193011,1.6341666666666665,0.0,-1.0357142857142858,0.0,207.42857142857142,1801794.2857142857,6449.428571428572,512.9642056313413,1.4714285714285715,12.913669064748202,10.0,-0.1510791366906475,Collaborative
160026,BBB,2014J,homepage,475,260,TMA,107.2,20.0,107.2,0,71.6,-53.0,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,2.0,60.0,N,Pass,262.0,finished,didn't withdraw,542.4,0.0,22.434054834054834,0.07251908396946564,1.0,-1.3769230769230767,0.0,160.2,10848.0,944.4,24.866309202077684,7.28,2.666666666666666,5.0,-1.666666666666667,Informational
160181,DDD,2014J,externalquiz,13730,5015,TMA,76.0,15.0,65.8,0,66.6,-120.0,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0.0,60.0,N,Withdrawn,262.0,unfinished,late withdrawal,54145.444444444445,-10.2,5.16060606060606,1.164546225614928,0.0,-0.5596638655462185,0.0,196.0,812181.6666666666,1520.0,327.02844067466214,2.933333333333333,22.681818181818183,9.0,0.7045454545454546,Informational
160193,FFF,2013B,forumng,942,321,TMA,96.0,8.333333333333334,25.666666666666668,0,70.33333333333333,-55.0,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,2.0,120.0,N,Withdrawn,240.0,unfinished,late withdrawal,653.1111111111111,-70.33333333333333,30.82716049382716,0.14537037037037037,1.0,-1.3024691358024691,0.0,151.0,5442.592592592592,995.0,39.0958716425044,1.3333333333333333,4.3076923076923075,9.0,-1.1923076923076923,Offline Content
160300,CCC,2014B,forumng,11175,3410,CMA,116.0,9.4,118.0,0,64.0,-201.0,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0.0,60.0,N,Pass,241.0,finished,didn't withdraw,32496.88888888889,2.0,8.56461352657005,1.0304287690179808,0.0,-0.31999999999999995,0.0,317.0,305470.7555555556,1466.0,295.84970078495166,2.9555555555555557,20.84090909090909,9.0,0.47727272727272724,Informational
160310,FFF,2013J,dataplus,45639,12804,CMA,176.8181818181818,6.818181818181818,127.18181818181819,0,51.63636363636363,-117.0,F,Scotland,Lower Than A Level,40-50%,35-55,1.0,60.0,N,Fail,268.0,finished,didn't withdraw,49051.07142857143,-49.63636363636363,39.388888888888886,1.1058102345415777,1.0,-0.445141065830721,0.0,293.8181818181818,334439.1233766234,4044.2727272727275,360.3322663924897,0.7532467532467533,7.666666666666667,14.0,-0.3137254901960784,Interactive
160401,DDD,2013B,externalquiz,86,47,CMA,23.0,2.0,25.0,0,47.0,-116.0,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,1.0,60.0,N,Withdrawn,240.0,unfinished,late withdrawal,84.625,2.0,15.666666666666666,0.04479166666666667,1.0,-0.40869565217391307,0.0,139.0,169.25,211.5,7.648529270389178,0.0,2.7142857142857144,8.0,0.0,Offline Content
160472,FFF,2014B,forumng,16810,4130,CMA,159.8,10.0,106.1,0,71.8,-79.0,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Fail,241.0,finished,didn't withdraw,11418.0,-53.7,41.8,0.6975103734439834,0.0,-0.9205128205128206,0.0,238.8,114180.0,3660.9,170.40560644260123,1.01,4.91919191919192,10.0,-0.47474747474747475,Collaborative
160479,GGG,2014B,forumng,3861,1197,CMA,186.22222222222223,0.0,166.44444444444446,0,75.66666666666667,-46.0,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0.0,30.0,N,Pass,241.0,finished,didn't withdraw,2187.6666666666665,-19.77777777777778,75.66666666666667,0.2966804979253112,0.0,-1.6814814814814814,0.0,232.22222222222223,0.0,2089.1666666666665,47.78992946731106,0.05555555555555555,2.5660377358490565,6.0,0.1509433962264151,Collaborative
160536,EEE,2013J,forumng,7600,2272,TMA,102.453125,16.796875,103.59375,0,84.640625,-28.1875,F,South Region,Lower Than A Level,30-40%,0-35,0.0,180.0,Y,Pass,268.4375,finished,didn't withdraw,7228.5,1.140625,8.248531524678837,0.44266354103090494,0.0,-3.1522916666666667,0.0,130.640625,160108.59375,2697.25,126.17020502052232,2.15625,5.396825396825397,10.0,-0.14285714285714285,Resource-Based
160934,FFF,2013J,forumng,286,188,TMA,33.0,12.5,32.0,0,66.0,-52.0,M,Wales,Lower Than A Level,30-40%,0-35,0.0,120.0,N,Fail,268.0,finished,didn't withdraw,360.5,-1.0,4.888888888888888,0.06669776119402986,0.0,-1.2941176470588234,0.0,85.0,4506.25,568.0,17.02106537989519,1.75,2.7333333333333334,8.0,-1.8666666666666667,Offline Content
160945,GGG,2014B,forumng,5148,1404,CMA,186.22222222222223,0.0,153.55555555555554,0,90.44444444444444,-8.0,F,East Anglian Region,HE Qualification,30-40%,0-35,0.0,30.0,N,Pass,241.0,finished,didn't withdraw,3170.1666666666665,-32.666666666666664,90.44444444444444,0.39557399723374825,0.0,-12.920634920634923,0.0,194.22222222222223,0.0,2499.6666666666665,83.22554034692556,1.6666666666666667,4.433962264150943,6.0,-0.4716981132075472,Collaborative
160946,FFF,2013J,folder,20532,5472,CMA,176.5,8.333333333333334,158.41666666666666,0,85.41666666666667,-81.0,M,South Region,HE Qualification,90-100%,0-35,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,17694.0,-18.083333333333332,53.98860398860399,0.6384328358208955,0.0,-1.0677083333333333,0.0,257.5,147450.0,5186.083333333333,248.36004631389895,0.10833333333333334,6.277310924369748,10.0,-0.13445378151260504,Collaborative
161491,BBB,2013J,forumng,10670,3179,TMA,120.18181818181819,9.090909090909092,121.63636363636364,0,81.36363636363636,-64.0,F,Scotland,A Level or Equivalent,30-40%,0-35,0.0,120.0,N,Distinction,268.0,finished,didn't withdraw,10100.777777777777,1.4545454545454546,22.23444976076555,0.4021558872305141,0.0,-1.2914862914862915,0.0,184.1818181818182,91825.25252525252,4078.2727272727275,168.3375226797344,1.5353535353535352,5.724489795918367,9.0,-0.2448979591836735,Collaborative
161658,FFF,2013B,forumng,2874,582,TMA,51.666666666666664,16.666666666666668,54.666666666666664,0,57.0,-58.0,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1.0,225.0,N,Fail,240.0,finished,didn't withdraw,3909.8,3.0,3.8779677113010447,0.39916666666666667,1.0,-1.0,0.0,109.66666666666667,65163.333333333336,896.5,119.22924889935123,2.8333333333333335,13.482758620689655,10.0,-1.3448275862068966,Offline Content
161678,BBB,2013B,forumng,94,48,TMA,19.0,5.0,26.0,0,40.0,-27.0,F,North Western Region,Lower Than A Level,0-10%,0-35,1.0,60.0,N,Fail,240.0,finished,didn't withdraw,195.33333333333334,7.0,6.666666666666667,0.06527777777777778,1.0,-1.5384615384615385,0.0,46.0,976.6666666666666,140.0,17.14253967960018,0.0,9.2,6.0,0.0,Offline Content
161781,CCC,2014J,forumng,1480,596,TMA,37.75,13.75,39.25,0,68.75,-38.0,M,Scotland,A Level or Equivalent,60-70%,0-35,0.0,90.0,N,Fail,269.0,finished,didn't withdraw,2227.785714285714,1.5,7.122954699121027,0.19649495485926713,0.0,-1.8581081081081083,0.0,75.75,45450.82142857143,864.75,55.95746684078985,1.6785714285714286,6.555555555555555,7.0,1.5185185185185186,Offline Content
162210,EEE,2014J,dualpane,11820,2796,TMA,99.5,25.0,98.0,0,92.0,-23.0,M,North Western Region,Lower Than A Level,70-80%,35-55,0.0,90.0,N,Distinction,269.0,finished,didn't withdraw,54256.333333333336,-1.5,3.7200811359026367,1.2205700123915735,0.0,-4.1818181818181825,0.0,122.5,1356408.3333333333,1701.5,416.84940754597284,3.638888888888889,40.05714285714286,9.0,0.028571428571428567,Offline Content
162337,DDD,2013J,forumng,1219,360,TMA,22.5,7.5,22.5,0,60.0,-91.0,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0.5,120.0,N,Fail,261.5,finished,didn't withdraw,3384.3888888888887,0.0,7.537878787878788,0.25911302194534624,0.5,-0.6656346749226006,0.0,113.5,29676.38888888889,592.5,91.96086479364344,-0.2777777777777778,19.647058823529413,10.0,-0.5882352941176471,Offline Content
162650,CCC,2014B,forumng,2793,812,TMA,101.0,13.142857142857142,104.57142857142857,0,36.0,-23.0,M,West Midlands Region,HE Qualification,40-50%,35-55,0.0,30.0,N,Fail,241.0,finished,didn't withdraw,1611.857142857143,3.5714285714285716,3.9119565217391306,0.23651452282157676,0.0,-1.6363636363636365,0.0,124.0,21184.408163265307,900.7142857142857,78.08515650664128,3.673469387755102,4.958333333333333,7.0,-0.125,Collaborative
162809,FFF,2013J,dualpane,29520,7764,CMA,176.5,8.333333333333334,94.16666666666667,0,82.41666666666667,-75.0,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,19048.384615384617,-82.33333333333333,50.89660493827161,0.706084959816303,0.0,-1.1137387387387387,0.0,251.5,158736.53846153847,6475.916666666667,263.3220485274539,1.0,5.251612903225807,13.0,0.03225806451612903,Interactive
162984,DDD,2013B,externalquiz,93,48,CMA,23.0,2.0,25.0,0,40.0,-81.0,M,London Region,No Formal quals,20-30%,35-55,2.0,220.0,N,Withdrawn,240.0,unfinished,normal withdrawal,116.5,2.0,13.333333333333334,0.0484375,1.0,-0.5,0.0,104.0,233.0,180.0,11.198692525724343,0.0,4.428571428571429,8.0,0.0,Offline Content
163067,DDD,2013B,externalquiz,13972,6272,CMA,118.42857142857143,14.285714285714286,118.42857142857143,0,71.57142857142857,-72.0,F,South East Region,Lower Than A Level,40-50%,0-35,0.0,60.0,N,Pass,240.0,finished,didn't withdraw,7895.111111111111,0.0,10.664352309830823,0.46203703703703697,0.0,-1.0080482897384306,0.0,190.42857142857142,112787.30158730158,4545.928571428572,89.90379055165334,1.6349206349206349,2.184,9.0,-0.064,Collaborative
163120,FFF,2013J,dualpane,44592,11580,CMA,176.5,8.333333333333334,142.58333333333334,0,81.16666666666667,-82.0,M,Scotland,A Level or Equivalent,60-70%,35-55,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,50372.357142857145,-33.916666666666664,49.7059591642925,0.9904051172707888,0.0,-1.0020576131687242,0.0,258.5,419769.64285714284,6865.166666666667,399.4543069869219,0.4226190476190476,7.7365269461077855,14.0,0.017964071856287425,Interactive
163332,FFF,2014B,dualpane,2620,1016,TMA,73.0,18.75,74.0,0,53.75,-23.0,M,London Region,HE Qualification,10-20,35-55,0.0,60.0,N,Fail,241.0,finished,didn't withdraw,2926.7272727272725,1.0,2.97542735042735,0.24707657487740475,0.0,-2.4431818181818183,0.0,96.0,54876.13636363636,1207.25,70.00646300577742,2.4318181818181817,4.1395348837209305,11.0,0.06976744186046512,Offline Content
163962,FFF,2014B,homepage,19,10,TMA,24.0,12.5,24.0,0,0.0,-96.0,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,3.0,120.0,N,Withdrawn,241.0,unfinished,normal withdrawal,18.666666666666668,0.0,0.0,0.02627939142461964,1.0,0.0,0.0,120.0,233.33333333333334,0.0,3.2145502536643185,0.0,3.0,3.0,0.0,Offline Content
163996,DDD,2014J,externalquiz,4650,2100,TMA,95.83333333333333,16.666666666666668,87.83333333333333,0,50.0,-154.0,M,South East Region,Lower Than A Level,10-20,0-35,0.0,90.0,N,Fail,262.0,finished,didn't withdraw,8768.75,-8.0,4.003496503496503,0.36975190839694655,0.0,-0.32679738562091504,0.0,249.83333333333334,146145.83333333334,1235.0,112.20244336854851,3.7083333333333335,6.042553191489362,8.0,-0.0425531914893617,Collaborative
164148,FFF,2014J,dataplus,49548,11520,CMA,182.66666666666666,8.333333333333334,108.58333333333333,0,90.41666666666667,-46.0,F,North Region,A Level or Equivalent,10-20,0-35,0.0,60.0,N,Pass,269.0,finished,didn't withdraw,56769.357142857145,-74.08333333333333,57.03881766381766,1.096388741370154,0.0,-2.009259259259259,0.0,228.66666666666666,473077.9761904762,7659.166666666667,480.31119617057567,0.8988095238095238,9.281437125748504,14.0,-0.08982035928143713,Interactive
164211,GGG,2014B,forumng,4329,1809,CMA,186.22222222222223,0.0,137.66666666666666,0,87.77777777777777,-24.0,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0.0,30.0,N,Distinction,241.0,finished,didn't withdraw,2567.4285714285716,-48.55555555555556,87.77777777777777,0.2851215174866627,0.0,-3.8164251207729465,0.0,210.22222222222223,0.0,2836.6666666666665,38.27381340586182,1.4126984126984128,1.7903225806451613,7.0,-0.3225806451612903,Collaborative
164259,AAA,2013J,forumng,2330,1195,TMA,114.2,20.0,113.8,0,71.8,-64.0,M,Scotland,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,3847.0,-0.4,3.920094958804636,0.2898009950248756,0.0,-1.1396825396825396,0.0,178.2,76940.0,1115.5,47.93194409126147,6.533333333333333,4.482758620689655,6.0,-0.4827586206896552,Informational
164922,GGG,2013J,forumng,4563,1224,CMA,192.44444444444446,0.0,147.33333333333334,0,96.66666666666667,-32.0,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0.0,30.0,N,Pass,261.0,finished,didn't withdraw,2318.5714285714284,-45.111111111111114,96.66666666666667,0.277504105090312,0.0,-3.118279569892473,0.0,224.44444444444446,0.0,3102.222222222222,90.2848028303757,1.0952380952380953,4.32258064516129,7.0,-0.08064516129032258,Collaborative
164935,DDD,2013J,externalquiz,4711,2548,TMA,131.71428571428572,28.571428571428573,127.71428571428571,0,74.57142857142857,-137.0,M,North Western Region,HE Qualification,50-60%,0-35,0.0,60.0,N,Pass,261.0,finished,didn't withdraw,5988.555555555556,-4.0,4.0824272903480825,0.28650489570029797,0.0,-0.5483193277310925,0.0,268.7142857142857,171101.5873015873,2403.285714285714,77.33326381161132,3.3492063492063493,3.564516129032258,9.0,-0.25806451612903225,Collaborative
164944,AAA,2014J,forumng,6500,2860,TMA,114.2,20.0,114.4,0,62.4,-148.0,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,Y,Pass,269.0,finished,didn't withdraw,35993.57142857143,0.2,3.2917748917748915,0.6903876792352629,0.0,-0.4244897959183674,0.0,262.2,719871.4285714285,1122.6,230.54393117512487,5.685714285714286,20.264705882352942,7.0,0.08823529411764706,Informational
164968,CCC,2014J,forumng,15680,4068,TMA,111.08333333333333,16.666666666666668,112.41666666666667,0,79.58333333333333,-64.33333333333333,M,Scotland,HE Qualification,90-100%,0-35,0.0,75.0,N,Fail,268.6666666666667,finished,didn't withdraw,11673.125,1.3333333333333333,6.811327853230247,0.6079419353048882,0.0,-3.0871354952237304,0.0,175.41666666666666,194614.58333333334,3669.1666666666665,190.39099197325854,1.4270833333333333,6.14736842105263,9.0,0.12631578947368421,Collaborative
165099,BBB,2014J,forumng,2145,910,TMA,107.2,20.0,103.2,0,44.6,-142.0,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0.0,180.0,N,Fail,262.0,finished,didn't withdraw,2009.25,-4.0,2.302741702741703,0.20467557251908394,0.0,-0.31631205673758866,0.0,249.2,40185.0,892.3,45.77799689807321,5.0,3.3076923076923075,8.0,1.2564102564102564,Informational
165178,DDD,2014B,externalquiz,2537,1138,TMA,98.85714285714286,27.142857142857142,93.85714285714286,0,54.142857142857146,-80.14285714285714,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0.8571428571428571,120.0,N,Fail,243.85714285714286,finished,didn't withdraw,1232.4126984126983,-5.0,3.41123415522284,0.1651012185184933,0.8571428571428571,-0.709711393360161,0.14285714285714285,179.0,32543.174603174604,1766.2857142857142,43.24469251387457,3.3333333333333335,2.5161290322580645,9.0,-0.3064516129032258,Collaborative
165226,AAA,2014J,forumng,1062,218,TMA,19.0,10.0,19.0,0,77.0,-22.0,F,Wales,A Level or Equivalent,30-40%,0-35,0.0,60.0,N,Fail,269.0,finished,didn't withdraw,10195.57142857143,0.0,7.0,0.5639936271906532,0.0,-3.6666666666666665,0.0,41.0,101955.71428571429,308.0,213.51012020176333,0.0,100.83333333333333,7.0,0.0,Offline Content
165243,BBB,2013B,forumng,11110,3870,CMA,105.1,8.2,107.9,0,82.1,-25.0,M,Wales,A Level or Equivalent,50-60%,35-55,0.0,60.0,N,Pass,240.0,finished,didn't withdraw,18186.125,2.8,26.70701754385965,0.5786458333333333,0.0,-3.4208333333333334,0.0,130.1,149126.225,3360.7,204.00200886327852,1.275,7.962025316455696,8.0,-0.430379746835443,Collaborative
165376,EEE,2014B,dualpane,2733,615,TMA,100.66666666666667,24.0,112.66666666666667,0,67.33333333333333,-16.0,F,London Region,A Level or Equivalent,60-70%,0-35,0.0,120.0,N,Pass,241.0,finished,didn't withdraw,3986.2,12.0,3.0682893847194053,0.37800829875518677,0.0,-4.488888888888889,0.0,116.66666666666667,95668.8,1054.6666666666667,131.91960718036077,3.966666666666667,15.586206896551724,10.0,-1.1379310344827587,Offline Content
165421,DDD,2013B,externalquiz,16492,5404,CMA,118.42857142857143,14.285714285714286,119.28571428571429,0,58.785714285714285,-19.0,M,Ireland,HE Qualification,0-10%,35-55,0.0,60.0,N,Fail,240.0,finished,didn't withdraw,7010.727272727273,0.8571428571428571,9.775729459450547,0.4462121212121212,0.0,-3.265873015873016,0.0,137.42857142857142,100153.24675324676,4595.071428571428,102.96343431385775,1.3506493506493507,1.869281045751634,11.0,-0.10457516339869281,Collaborative
165509,EEE,2013J,dualpane,1722,483,TMA,75.0,24.0,75.33333333333333,0,72.33333333333333,-186.0,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0.0,90.0,N,Pass,268.0,finished,didn't withdraw,3040.1111111111113,0.3333333333333333,3.1514536849222448,0.23797678275290213,0.0,-0.390990990990991,0.0,261.0,72962.66666666667,1018.6666666666666,94.53665684367881,3.3703703703703702,11.307692307692308,9.0,-0.6923076923076924,Offline Content
165617,FFF,2013B,dualpane,41040,6760,CMA,182.1,6.25,180.0,0,64.8,-87.0,M,London Region,HE Qualification,50-60%,0-35,1.0,120.0,N,Fail,240.0,finished,didn't withdraw,49060.666666666664,-2.1,50.65826210826211,1.425,1.0,-0.7534883720930233,0.0,269.1,306629.1666666667,3947.8,589.9643914621265,-0.7083333333333334,17.974789915966387,12.0,-0.24369747899159663,Interactive
165647,CCC,2014J,forumng,4090,1262,CMA,90.18181818181819,10.441558441558442,61.42857142857143,0,43.96103896103896,-128.9090909090909,F,Scotland,A Level or Equivalent,30-40%,0-35,0.5454545454545454,103.63636363636364,N,Fail,256.27272727272725,finished,didn't withdraw,1399.6103896103896,-28.753246753246753,5.236879666227492,0.20980068844450525,0.5454545454545454,-0.4149035187996227,0.38961038961038963,219.0909090909091,14068.83116883117,1700.3766233766235,64.94328984137138,1.8051948051948052,3.0526315789473686,7.0,0.10526315789473684,Resource-Based
